Video_ID,Author,Date,Komentar
rOvhjhEbopo,@Sahabatbelajar_Ku,2023-07-12T19:11:51Z,Bagaimna cara mengukur penalaran?
rOvhjhEbopo,@Sahabatbelajar_Ku,2023-07-12T19:10:27Z,Inilah hasil karya roky grung
rOvhjhEbopo,@Sahabatbelajar_Ku,2023-07-12T18:54:43Z,Baraya tolong bahasdong pendisikan nonformal dan informal
rOvhjhEbopo,@adiisesukkerjo9731,2023-07-12T18:45:38Z,pak tolong dong sekolah swasta jangan terlalu sadis masalah keuangan. udah sekolah negri susah carinya. adanya swasta administrasi nya nggak ngotak.
rOvhjhEbopo,@ivansa9669,2023-07-12T17:33:13Z,"Kalau guru gajinya naik, mgk mereka bakal lbh konsen mengimplementasikan kurikulum merdeka ini."
rOvhjhEbopo,@koperasisan6663,2023-07-12T16:54:20Z,"SALAH KURIKULUM = 
https://www.youtube.com/watch?v=JoJWVPy8Ouw"
rOvhjhEbopo,@kuromi596,2023-07-12T16:52:23Z,"Pada kurikulum 2013, materi ekonomi antara materi yang satu dengan yang lainnya saling berhubungan..., kelas X membahas ekonomi mikro, kelas XI, ekonomi makro dan kelas XII akuntansi, sebagai guru yang sudah mengikuti perkembangan kurikulum is ok, menyusun modul yang membahas satu kesatuan materi persemester/ pertahun, karena memang materinya nyambung, tinggal mengeksplor pada penekanan pemahaman materi dengan kondisi perekonomian, memahami kompetensi tertinggi, untuk menguasai 4C harus memahami tersrbut.."
rOvhjhEbopo,@alielkairo3981,2023-07-12T16:51:53Z,"tambahan lagi kurikulum , ""Bela Negara"" , kalau perlu setelah lulus SMA atau lulus Kuliah ( untuk WNI rentang usia 19 thn - 29 thn) Harus ikut  ""WAJIB MILITER sekali seumur hidup selama 1 tahun"" agar bisa memberikan pemahaman kepada warga negara agar lebih cinta tanah air, bela negara dan sambil mengenalkan dunia militer atau dunia kepolisan agar nantinya bisa ikut menjaga NKRI sebagai calon militer/polisi setelah ikut WAJIB MILITER (dengan catatan dipermudah mereka melanjutkan didunia militer atau kepolisian (dengan syarat yang mudah dan  tanpa Biaya Yang ""Super"") serta diharapkan bela negara bisa memberikan DOKTRIN yang baik buat WNI agar bisa menciptakan warga negara yang cinta tanah air, dan arti paham bela negara dan memahami  aneka ancaman dari luar terhadap negaranya sendiri (Doktrin agar bisa semua bisa saling menjaga ribuan pulau indonesia agar tetap utuh dan Cinta Tanah Air) 
"" Dulu pejuang kita memperjuangan kemerdekaan dengan Darah dan Nyawa.

Di masa sekarang kita wajib dengan PIKIRAN YANG CERDAS dan JIWA Yang BENAR BENAR CINTA  NKRI serta Tanpa KORUPSI/KOLUSI/NEPOTISME agar bisa   MEMPERTAHANKAN dan MENJAGA keutuhan negara kita ,beserta  KEKAYAAN ALAMNYA agar bermanfaat bagi  semua warga negara indonesia kita. 

Agar bisa tercipta  SILA KELIMA PANCASILA ""Keadilan Sosial Bagi Seluruh Rakyat Indonesia""

Merdeka dan JAYA Indonesia"
rOvhjhEbopo,@alielkairo3981,2023-07-12T16:48:44Z,semoga indonesia bisa menjadi negar besar
rOvhjhEbopo,@redfegaming,2023-07-12T16:28:05Z,kalau ngerekam jangan sambil jalan dong.. jd pusing
rOvhjhEbopo,@PucciPuccaFirecat,2023-07-12T16:00:03Z,"Semoga dibaca kementrian pendidikan, Nama saya Dio Dafano saya duduk dibangku SMA kelas XI , pada awalnya saya tidak diterima negeri bukan karena nilai saya yang rendah, melainkan persaingan akademik yang memenangkan lomba, selain persaingan lomba persaingan zonasi , saya sendiri mendapat prioritas lll, saya tidak diterima negeri , saya pun daftar sekolah swasta yang tidak saya inginkan akhirnya saya 6bulan mutasi gagal lolos sudah saya coba 4kali disekolah berbeda dengan beda-beda tahap, saya sangat sedih, sekarang saya mencoba lagi untuk kelas xi sekarang ternyata sekolah impian saya tidak ada bangku kosong dikelas xi boleh saya unjuk nama sekolahnya SMAN 84, ternyata sekarang 12 Juli 2023 kurikulum merdeka dilanjutkan hingga kelas XII, Saya sangat sedih sekarang bangku kosong SMAN utk kelas xi mulai sedikit, mohon para bapak, ibu membantu saya agar siswa/siswi lain mendapatkan sekolah negeri, karena sulit sekali."
rOvhjhEbopo,@lihatkebunku546,2023-07-12T15:50:31Z,"""Sudah sangat berhasil"".... hemmmm"
rOvhjhEbopo,@muhammadsulthon1214,2023-07-12T15:28:45Z,Keren coy!!!🎉🎉
rOvhjhEbopo,@ibaysyn,2023-07-12T15:23:39Z,"nah yg atas begini yg bawah masih begitu... itu kan jg trouble yg harus di selesaikan... gue rasa podcast ini salah satu troubleshooting nya, sisanya masyarakat harus saling mengingatkan klo ada sekolah yg gabener.. nah kementrian tolong dibuatkan wadah pengaduan yg baik.🙏"
rOvhjhEbopo,@maryamdjafar7467,2023-07-12T15:21:26Z,Tapi knp Kurma ini dibuat secara terburu buru. Tadinya krn adanya pandemi  maka ada kurikulum darurat. Trus tiba tiba muncul kurma tanpa mempertimbangkan byk hal. Peserta didik dijadikan kelinci percobaan. Pdhal kurtilas sdh sgt bagus. Koq tiba tiba diganti lagi. Dan kelihatannya cuma ganti istilah yg ada di kurtilas tp tujuannya sama.
rOvhjhEbopo,@MRSoW-ne6ov,2023-07-12T15:06:04Z,"Semoga Perintisan KurMer ini terus berlanjut ditahun kedepannya tanpa adanya perubahan lagi,,,sehingga guru belum paham bisa menuju ke paham tidak guru belum paham sudah dirombak lagi rombak lagi,, dan yang lebih pentingnya itu adalaha SOSIALISASI secara MENYELURUH langsung ke pihak yang ada di SEKOLAH,, tanpa sosialisasi guru2 blank"
rOvhjhEbopo,@retrofil1,2023-07-12T15:05:42Z,"Bulan ramadhan tahun lalu saya subscribe channel ini, saat itu masih underrated di kalangan orang umum walaupun kolom komentarnya selalu rame. Sekarang (sepertinya sejak guru gembul diundang podcast dc) makin rame subscriber dan komentatornya, guru gembul mulai hadir di channel2 lain, mulai ada potongan2 video random guru gembul di youtube, guru gembul mulai sering hadir/membuat acara baik online/offline, hingga guru gembul dapat kesempatan ngobrol & diskusi langsung dengan orang2 hebat yg ada di Indonesia. Selamat berjuang pak guru"
rOvhjhEbopo,@kipaskertas6816,2023-07-12T15:05:30Z,Kumer semakin tdk jelas...
rOvhjhEbopo,@metodesas3592,2023-07-12T15:05:18Z,Seharusnya masing2 lulusan di jenjang pendidikan paling tidak mampu menjalani kehidupannya....secara layak...apalagi tidak setiap murid mampu melanjutkan pendidikan ke jenjang yg lebih tinggi...suatu misal lulusan SD paling tidak diberi pelajaran ketrampilan berwira usaha...atau ketrampilan untuk membuat sesuatu produk...yg mungkin bisa jadi sumber kehidupan nya...dan juga mampu menyusun menu makanan sehat...dll...sehingga meski tk bisa melanjutkan....dia dh punya bekal suatu ketrampilan...Jenjang SMP...SMA...lebih ditingkatkan...apalagi di sekolah kejuruan...sayang meski lulus di sekolah kejuruanpon...lulusan belum bisa mandiri....tuk berusaha yg sesuai bidangnya...begitu juga tuk lulusan di perguruan tinggi....mengapa tidak mencontoh di jurusan keperawatan...kebidanan...kedokteran...namum tidak di jurusan keguruan....lulusan melimpah ruah...oper lulusan....namum tk tersalurkan....!!!susunlah kurikulum yg bisa menghasilkan lulusan bisa hidup mandiri sesuai tingkat pendidikannya.  Ajari beberapa ketrampilan kusus...tuk bekal dlm mrnjalani kehidupannya....
rOvhjhEbopo,@wisdomEye123,2023-07-12T15:04:50Z,Hilangkan dulu disiplin ketentara teraan dalam pendidikan indonesia... ndak gitu cara mengembangkan kreatifitas
rOvhjhEbopo,@kipaskertas6816,2023-07-12T15:00:47Z,"Gembul bukn mengkritik tpi cuma tnya2 sja, shrusnya hrus da pembnding pakar pendidikan.,."
rOvhjhEbopo,@imamalgazali1137,2023-07-12T14:42:10Z,"kurikukumnya nyusahin guru, jadi ngajarnya ga ihklas"
rOvhjhEbopo,@imamalgazali1137,2023-07-12T14:41:10Z,jadi guru gembul 2024 mentri pendidikan
rOvhjhEbopo,@ekosetyo,2023-07-12T14:39:46Z,"Jika memang se-flexibel itu, mohon disinkronkanlah dengan sistem yang di dapodik nya. Masih ada rekan guru yang jam mengajarnya tidak diakui oleh sistem dapodik."
rOvhjhEbopo,@frederikusmawo2485,2023-07-12T14:36:01Z,"Sudah lama saya mengikuti Channel Guru Gembol, ternyata kualitas tampilan visual semakin bagus. Bagi saya, guru belum mampu mengajarkan anak bernalar dan berimajinasi karena guru adalah produk dari kurikulum lama yang menuntun konten materi. Nah, perlu nih bagaimana standar guru Indonesia masa depan. Bagaimana para guru bisa menerapkan pembelajaran yang bermakna yang bisa melatih anak bernalar?"
rOvhjhEbopo,@AngelitaJenius-po9rs,2023-07-12T14:28:03Z,MASYA ALLAH GURGEM KEREN2 🎉 Barakallah ❤
rOvhjhEbopo,@donygabrielle1640,2023-07-12T14:16:51Z,"Pendidikan yang tepat, yg berfokus memfasilitasi, mengembangkan, dan mengekonomiskan minat dan bakat peserta didik, setiap anak adalah cerdas pada bidangnya masing2....
Mematikan bakat peserta didik adalah kesalahan fatal.... Bakat adalah anugerah terbesar setelah nyawa..."
rOvhjhEbopo,@petualanganindra350,2023-07-12T13:49:55Z,"Bagi saya...selama tidak ada standart nilai kelulusan seperti dulu, maka akan hancur generasi negeri ini...
Lihat yg di hasilkan setelah nilai standart kelulusan murni di hapuskan...itulah produknya sekarang, bnyak anak² muda yg mengambil jalan pintas untuk menuruti egonya..contoh, kasus bunuh diri anak² remaja..begitu sempitnya pikiran mereka..
Perkembangan IQ dan EQ timpang...gk punya tanggung jawab akhirnya..apakah memang sengaja dibentuk sperti itu??slah satu melemahkan indonesia dr dalam..."
rOvhjhEbopo,@agussuga5376,2023-07-12T13:43:21Z,Bukan cuma perubahan kurikulum saja tapi kompetensi dan pendekatan mengajar guru jg sangat penting utk ditingkatkan. Realitanya banyak guru yg tdk memiliki panggilan hati utk mengajar.
rOvhjhEbopo,@cahndeso2621,2023-07-12T13:42:16Z,"Secara konsep kurikulum merdeka bagus sekali.Tapi ada kekurangan yg mendasar:
1. Tanpa ada buku/teks dasar yg dipakai untuk berkreasi guru sampai kemurid itu apa? Karna IQ guru tidak merata
2. Sebagai orang tua bagaimana kita memerikan kreasi bagi anak jika tidak ada referensi yg baku
3. Indonesia itu negara dgn tingkat baca yg rendah didunia.jika kurikulum ini di pakai bagaimana bangsa ini bisa berpendidikan tanpa referensi.
Alangkah BAGUSnya Kurikulum ini di gunakan untuk pengembangan dari kurikulum lama,sehingga setiap mata pelajaran yg baku harus menggunakan buku pelajaran di kembangkan.
Contoh nyata Gambaran di lapangan,""ketika ada PR anak dan ortu membantu mengerjakan nalar/kreasi dari setiap orangtua itu berbeda2. Terus jawaban dari PR itu mana yg benar?"". sedangkan yg namanya soal itu pasti ada jawabpan yg salah/benar."
rOvhjhEbopo,@vennrenn,2023-07-12T13:12:10Z,"kurikulum merdeka : anak sblm masuk SD harus sudah bisa membaca menulis, itu adalah kebijakan sontoloyo spt mhukhidi...  anak yg usia 6 thn seharusnya masih dalam proses perkembangan otak awal, namun dipaksa untuk calistung di TK, krn GURU SD NYA MALAS UNTUK AJARKAN MEMBACA MENULIS , jadi di syaratkan SBLM SD harus sudah bisa membaca menulis ,  jadinya banyak ibu2 terpaksa di Les kan ke BIMBA saat msh TK.. jadi , kurikulum merdeka itu ternyata maksudnya SI GURU SD akan MERDEKA gak perlu ajarin calistung ke muridnya..   muke sontoloyo kemendiknas gak ada yg becus, tapi makan uang rakyat banyak2 buat hancurkan anak2 bangsa"
rOvhjhEbopo,@wilsetiawan3875,2023-07-12T13:11:04Z,"Untuk kuliah di ptn subsidi lagi lah dari pemerintah, sekarang pemerintah mau lepas kouta snbt makin dikit. Mandiri trosss, ukt mahal"
rOvhjhEbopo,@novadwi9898,2023-07-12T13:05:09Z,Jadi menteri pendidikan cocok pak gugem 😊
rOvhjhEbopo,@ridwan0062,2023-07-12T12:55:12Z,"Agak lucu di point ketika ingin masuk ke Perguruan tinggi, masih dituntut syarat stadar nilai,.... jawaban narsumbernya  th ini sdh diterapkan ,  tapi telat. Sdh tutup..  Th depan bisa di lanjutkan lagi.  Nah,  kurikulum merdeka itu  sdh  ada  sejak kapan ..?   Kenapa baru diterapkan  standar penalaran utk masuk Perguruan tinggi..., ?  dan sdh telat lagi. 

Ke 2 :  Anak saya sekolah SMP,  sering sekali bilang, jam pelajaran sering  kosong. Dia bilang, gurunya ada zoom utk guru penggerak.  Ada juga yang  katanya mengerjakan PMM, gitu. 
Nah, kenapa kesibukan guru dalam mengerjakan tugas2 dari kementrian itu banyak sekali? 

Sehingga siswa terabaikan."
rOvhjhEbopo,@wayanbukatiasa2925,2023-07-12T12:51:29Z,Kumer sangat fleksibilitas....nah untuk mengukurnya tentu harus ada acuan.....seperti apa kira kira acuannya....misal dalam belajar bahasa inggris tentu kita mampu menggunakan bahasa inggris dalam bergaul atau dalam kehidupan sehari hari ....bukan seperti saat sebelumnya mengejar nilai....malah ada siswa yang dapat nilai bahasa inggris di ujian nasional 100....tetapi kemampuan berbahasa tidak mewakili nilainya... Nah nanti dalam kumer ini apakah saat ujian yang kita nilai kemampuan mereka menggunakan bahasa....atau kemampuam memyelesaikan soal soal???.....
rOvhjhEbopo,@shejahofficial4447,2023-07-12T12:51:08Z,Saya sangat sepakat dengan konsep Kurikulum merdeka untuk skrng...tpi realitasnya butuh proses dari pemahaman gurunya...
rOvhjhEbopo,@dimasiqbalwinarno184,2023-07-12T12:49:55Z,Masuk perguruan tinggi jadinya bakat
rOvhjhEbopo,@infonetofficial7230,2023-07-12T12:49:14Z,Pa guru gembul itu yang jadi pembicara pernah jadi guru gk? Guru apa dia dulu waktu ngajar?
rOvhjhEbopo,@yudipermana21,2023-07-12T12:44:09Z,"Bagus ini kualitas gambar videonya sama angle anglenya, semoga pak guru gembul kedepanya bisa punya kamera yang kaya gini"
rOvhjhEbopo,@ewangmoco,2023-07-12T12:41:07Z,"Keresahan pak Guru Gembul soal Pendidikan di Indonesia adalah berdasarkan pengalaman pribadi sebagai praktisi pendidikan di Indonesia

Jadi nggak asal nyinyir atau asal ngomong saja"
rOvhjhEbopo,@habibluthfi8421,2023-07-12T12:37:16Z,Apresiasi saya kepada tim pengembang kurikulum. Penjelasannya tuntas utamanya terkait 3 ciri kurikulum merdeka.
rOvhjhEbopo,@slametwinarto9217,2023-07-12T12:33:08Z,"Tokoh pendidikan yang terbukti eksis hingga sekarang adalah ahmad dahlan, hasyim asyari...
Fakta untuk direnungkan."
rOvhjhEbopo,@pakeddy8761,2023-07-12T12:31:33Z,"sebenarnya Allah Sang Khalik telah memerintahkan kepada Muhammad Saw(maaf ini konteks Islam) untuk ""mem baca""(=iqro). Kita disuruh ""baca"" karena dengan mem baca 'nalar' kita akan :on' alias hidup. kita membaca ""suatu kata. atau benda atau fenomena alam', pasti nalar kita akan ""bertanya""apa nama benda itu? Bgm matahari ber gerak? mengapa ada siang dan malam? jadi dg iqro fungsi potensial yg Sang Khalik sudah persiapkan dan sediakan akan berfungsi, bekerja atau ON. dengan ber
fungsi potensi nalar, akal dan mental kita seyogyanya kita bisa belajar. mengamati setiap fenomena, mengamati pola"" yg terjadi, sehingga dengan nalar kita mengantisipasi, mengambil sikap. tindakan renponsif untuk menjawab tantangan 
tantangan yg muncul. 
Tentunya syarat utama di setiap satuan pembelajaran
(kepsek, tim guru. dan staf pendukung sekolah) perlu persiapan mental yg baru. yg responsif dengan tantangan di lingkungan sekolah. tantangan lingkungan di mana sekolah itu berlokasi, tantangan kebutuhan tenaga kerja di industri yg ada. dan potensi wilayah yg menonjol di sana). Inilah bahan2 yg harus diolah untuk menyusun kurikulum yg sesuai untuk para siswa dalam menjawab tantangan"" di daerahnya tersebut. Kurikulum merdeka dan merdeka berpikir memberi kebebasan untuk berinovasi dan berani berini siatif untuk bertindak. 
jadi. tidak ada lagi guru2 menunggu perintah kepsek , pihak kepsek tidak harus menunggu pihak pengawa/
dinas pendidikan. Semua bergerak bersama dengan pedoman yg sudah dibberikan oleh Kemendikbud. Intinya berubahlah dari mentalitas feodalisme menjadi mentalitas demokratis ber tanggung jawab."
rOvhjhEbopo,@slametwinarto9217,2023-07-12T12:22:02Z,"Kurikulum merdeka vs pembiayaan merdeka, pengelolaan merdeka, SDM merdeka, sarpras merdeka


Guru gembul cocok jadi kepala sekolah : kemudian kita lihat hasilnya...

Dari situ bisa di analisa kemudian..."
rOvhjhEbopo,@pakeddy8761,2023-07-12T12:04:06Z,"kurikulum merdeka- merdeka berpikir menuntut perubahan dari mentalitas lama(mental pasif, tunggu inisiator dari atasan) ke mental baru( berani berinovasi, berini siasi suatu tindakan, ).
======================="
rOvhjhEbopo,@Yuki_M,2023-07-12T11:58:07Z,"nah sekarang problemnya apakah guru melihat konten ini ""ya kalo saya ya nonton yah dan setuju banget dengan IKM"" semoga aja g ada oknum oknum aneh2 yang merusak tujuan dari kurikulum ini.... dan please kembangkan lebih baik lagi jangan ampe ganti presiden ganti mentri kebijakan pun ganti"
rOvhjhEbopo,@chapunk96,2023-07-12T11:56:35Z,yang di ajarkan sekarang  bagaimana anak anak siap menerima dan menentukan yang baik dan buruk  dari sosial media
rOvhjhEbopo,@firmanmunggarans.pd.gr.1602,2023-07-12T11:45:23Z,"PR besar selanjutnya pendidik, pihak2 yg berwenang dlm pendidik bersifat melayani berusaha max melakukan percepatan mencerdaskan di sini lah kemungkinan perbedaan dngn guru2 kita dahulu?"
rOvhjhEbopo,@YasirALYauma,2023-07-12T11:37:33Z,Sistem zonasi bikin mempersempit persaingan kualitas antar calon peserta didik masuk sekolah unggulan...
rOvhjhEbopo,@firmanmunggarans.pd.gr.1602,2023-07-12T11:34:03Z,"Proses pendidikan di umpakan seprti kita menanam padi smntra sbgian pihak mengumpakan sprti ngeprint data hasilnya bgs glowing, mari kita sama-sama fhami ladang yg hrs d siapkn awal pendidikan keluarga sbb d situlah sikap terbentuk kami sbgai pendidik, kemendikbud, pemerintah, masyarakat dll ahli2 bid pertanian yg mencoba menumbuhkembangkan tunas2 bngsa secara berimbang menghasilkan buah bermanfaat bagi kehidupan semua makhluk 😊"
rOvhjhEbopo,@soesantogunawan8777,2023-07-12T11:33:38Z,Ilmu tinggi bg rakyat
rOvhjhEbopo,@zidnyknight3611,2023-07-12T11:26:54Z,Thanks
rOvhjhEbopo,@merdekabelajargurupenggera2953,2023-07-12T11:22:35Z,Kebanyakan teori.... Substansinya sama saja...hanya berubah istilah....
rOvhjhEbopo,@rizal_abdulgani,2023-07-12T10:44:05Z,Auto saya share di grup2 guru tempat saya ngajar.
rOvhjhEbopo,@rizal_abdulgani,2023-07-12T10:43:29Z,Sebagai guru honor. saya merasa hampir 99% yg diceritakan Pak GuGem di lapangan itu terjadi dan saya rasakan juga.
rOvhjhEbopo,@suksescell2422,2023-07-12T10:24:54Z,"Setuju KKM dihapus saja ,Nilai tinggi belum tentu sesuai kampuan anak,"
rOvhjhEbopo,@gunawanprasetyo8988,2023-07-12T10:20:45Z,Anak-anak gak akan belajar banyak kalo masih banyak guru yang tergantung kesejahteraannya. Masih harus berpikir untuk beli beras daripada mengajar dikelas. Ditambah beban beban administrasi lainnya
rOvhjhEbopo,@aksaratakwa,2023-07-12T10:18:22Z,"ini kurikulum merdeka gg sih , gw yakin 10-20 taun kedepan  kalau mengimplementasikan k merdeka, masyarakat indonesia bakal lebih tajam intelektualnya ,  tinggal berharap aja sama guru guru dan sekolah semoga bisa beradaptasi dengan cepat dengan kurikulum ini"
rOvhjhEbopo,@DeadAmore,2023-07-12T10:13:30Z,"1. Kenapa harus ada istilah guru penggerak? Apakah karena selama ini mayoritas guru pendiam? Dari zaman baheula juga semua guru 'kan memang bergerak mencerdaskan anak bangsa. Koq jadi ingat proyek salah satu instansi pemerintah yang cuma bahas teori entas kemiskinan tapi makan biaya triliunan lewat rapat2...
Gak perlu teori ndakik2, yang penting implementasi!

2. Istilah kurikulum Merdeka belajar seharusnya diiringi dengan kebijakan merdeka fee, karena realitanya masih ditemukan sekolah negeri yang mungut biaya jual lapak PPDB. Sistem zonasi kalah oleh sistem donasi! Kadisdik setempat harusnya pro aktif lakukan grebek pungli. Tapi malah adem ayem...

3. Siswa yang melanggar peraturan sekolah kenapa endingnya bisa dikeluarkan dari sekolah? Bukankah tugas sekolah mendidik siswa, dari yang tadinya baik menjadi lebih baik, yang liar jadi jinak, yang nakal jadi sopan, dll? Pihak sekolah bisa kerjasama dengan instansi lain yang konsen di bidang pendidikan anak usia sekolah, misalnya pesantren, BNN, dll. Siswa dikeluarkan dari sekolah pertanda sekolah tidak mampu didik siswa. Rata2 sekolah mampunya cuman didik anak yang tadinya memang sudah baik, sopan & pintar doang... Siswa nakal seolah sudah jadi ""sampah masyarakat"" sejak dini... Kuntul system'!

4. Terkait nomor 3, kenapa kalo giliran guru yang melanggar peraturan, norma, etika tapi tetap dipertahankan sekolah tersebut? Di kabupaten gw banyak kasus guru cabulmesum kangewe, tapi teuteup ngajar, diangkat P3K juga... What the hell! Terhadap siswa sekolah sangat gagah perkasa bisa keluarkan dari sekolah, tapi terhadap rekan sejawat yang nakal, aksi bela mati2an! Dengan alasan tenaganya sangat diperlukan bagi pengembangan sekolah, atau sayang dengan karir yang bersangkutan.
Kasus Ibu Baiq Nuril guru vs Cok Muslim kepsek di Lombok, contoh paling jelas, betapa instansi pendidikan khususnya Kemendikbud gak punya nyali berantas pendidikmesum! Betul si Muslim dipecat dari Kepseknya, tapi lanjut jadi penilik sekolah, terakhir staf Dispora. Aseli, teu kaharti kubo'ol aing! Dunia pendidikan baupeju 💦"
rOvhjhEbopo,@rizaljinggovien4004,2023-07-12T10:13:16Z,"Standarkan dengan layak Gaji Guru honorer negeri/swasta..
Beri Harapan anak bangsa setelah lulus sekolah.. 
Kosep apapun implementasi ya ga jauh beda.. 
Karena setelah selesai sekolah.. Pinter kalah sama org bejo.. Tapi semua itu masih kalah ama the power orang dalam."
rOvhjhEbopo,@orangbiasaajalah-56,2023-07-12T10:09:36Z,"Gurunya harus seperti guru gembul dulu, benar2 dibutuhkan guru yang open minded, dan dalam pembinaan karakter anak2 punya hak belajar, bukan kewajiban, maka bebaskan anak2 mengeksplor minat masing2 anak2, silakan yg suka math, yg suka bahasa, yg suka gambar, yg suka teknologi, yg suka menghafal Quran, dll, diatas semua itu anak2 muslim wajib bisa membaca Quran dengan benar lancar dan membaca Quran disertai terjemahan merupakan keharusan kegiatan awal sebelum memulai pelajaran2 pada hari itu."
rOvhjhEbopo,@achmadasrori-i8q,2023-07-12T10:03:00Z,Naekin aja gaji nya dulu pak. Kurikulum bagus tapi masih bingung ngatur duit sampe gak fokus ngajar sama aja
rOvhjhEbopo,@bangerick2488,2023-07-12T09:59:07Z,"Tidak ada satu pun kurikulum yang d buat itu jelek..semua kurukulum itu baik dan memiliki tujuan yang sama yaitu mencerdaskan ank bngsa..tpi msalah sbnrnya menurut sya itu bukan ad pada kurikulumnya..tpi pada sumber daya manusianya..mau sebagus apa pun kurikulum yang d buat.kalau tidak ada sumber daya manusia yang mejalankn kurikulum itu y tidak ad gunanya pak.
Penuhi lah dlu kebutuhan guru2 di setiap sekolah.
Sya guru di salah satu skolah menengah pertama negri Di pedalaman kalimantan utara. Yang saat ini hanya memiliki 6 org guru untuk mengajar. mau tidak mau 1 org guru harus mengajar 2 mapel bahkah ad yg 3 mapel..bagimana proses pendidikan mau berjalan dengan baik kalau guru yg mengajar tidak sesuai dgn bidang nya."
rOvhjhEbopo,@rizaachmad5955,2023-07-12T09:57:52Z,Istimewa Pak Anindito👍👍👍👍
rOvhjhEbopo,@Fitor-FC,2023-07-12T09:39:18Z,"Saya sebagai mahasiswa yang mengambil jurusan tarbiyah/keguruan, sangat menikmati percakapan semacam ini. Terimakasih pak guru 🙏"
rOvhjhEbopo,@KhairulAnwar-by8wk,2023-07-12T09:37:05Z,"Seandainya rekruitmen guru tanpa melihat ijazah sebagai salah satu syarat, tapi pengetahuan dan keterampilan, mungkin akan meningkatkan kualitas guru. 
FKIP akan berisi orang yang benar-benar ingin mencari ilmu, bukan hanya ijazah"
rOvhjhEbopo,@suyoto0750,2023-07-12T09:33:32Z,Untuk menuju pendidikan berkualitas maka quantity atau jumlah peserta didik dikelas dibatasi hanya 32 maksimal jadi dpt terkontrol dg baik... sehingga quality akan meningkat
rOvhjhEbopo,@peekay.112,2023-07-12T09:32:03Z,Sekolah di wakanda hanya untuk memisahkan mana yang pintar dan mana yg bodoh.....yg pintar nanti akan menjadi pintar mengkadali seperti koruptor yang bodoh yg menjadi di kadali hanya itu saja
rOvhjhEbopo,@musinge7,2023-07-12T09:31:49Z,Kenapa kemarin di hapus
rOvhjhEbopo,@herutaruno2527,2023-07-12T09:31:15Z,"Masalah peminatan siswa pada sekolah lanjutan  ini sangat penting untuk masa depan siswa, hendaknya tidak dibatasi oleh kuota sekolah, seandainya banyak yg memilih peminatan A maka buatlah kelas sebanyak siswa yg berminat... dan tolong sekolah di jadikan murid menjadi mengerti pelajaran tanpa harus mengikuti BIMBEL..."
rOvhjhEbopo,@heniscorner5565,2023-07-12T09:14:44Z,"Anak saya sekolah di salah satu SMA negeri di Solo dan sudah menerapkan kurikulum merdeka, kenyataan di lapangan sekolah masih menerapkan kkm dan masih melakukan pemeringkatan. Guru juga masih memggunakan acuan harus menyelesaikan sekian bab dan sekian jam dalam 1 minggunya.....mind set kebanyakan ortu dan guru masih menggunakan acuan nilai untuk mapel tertentu untuk menilai apakah si anak termasuk anak yang pintar atau tidak. Selain itu jam u/ pengembangan minat dan bakat masih sangat kurang jika dibandingkan dengan jam belajar mapel. Kalau menurut saya, mind set guru dan ortu harus dirubah dulu: bahwa tidak boleh melabeli kemampuan anak dengan label pintar atau kurang berdasarkan angka2"
rOvhjhEbopo,@PangayomanRizqi,2023-07-12T09:03:05Z,"Mohon maaf, tidak semua materi dapat menggunakan model pembelajaran Problem Based Learning"
rOvhjhEbopo,@sisawaktu8450,2023-07-12T08:41:33Z,Mudah2an ke depan nya para generasi benar2 bisa bersaing dan bisa berkolaborasi dengan zaman.
rOvhjhEbopo,@goichay82,2023-07-12T08:40:27Z,"nah ini dia biang nya...kepala standard kurikulum di indonesia.... ini yang bikin standar....... kenapa bisa kurikulum indonesia dan prioritas nya apa???? anak saya saat ini sekolah di jepang, kebetulan kami tinggal di jepang berbeda cara belajarnya, ga semua di paksakan untuk bisa dalam semua bidang, ga bisa ikan di paksa terbang, apa prioritas kurikulum indonesia ???"
